order_id,customer_id,order_date,status,shipping_city,shipping_state,total_amount,first_name,last_name,email,phone,age,gender,city,state,income_level,join_date,is_active,is_outlier
37681,7866,2022-06-04,cancelled,Sasaram,Maharashtra,454009.78,Aradhya,Ramanathan,rania52@example.com,912182820036,32,Female,Sasaram,Maharashtra,High,2024-04-09,True,True
37785,9366,2024-12-09,completed,Visakhapatnam,Bihar,367922.36,Shayak,Mall,chaudrysuhana@example.org,7503832646,31,Male,Visakhapatnam,Bihar,Medium,2023-03-27,True,True
37821,7589,2023-10-17,completed,Barasat,Madhya Pradesh,372393.92,Ahana ,Gera,rajunishith@example.com,2694088125,27,Female,Barasat,Madhya Pradesh,Medium,2022-12-30,True,True
37839,10655,2023-04-03,completed,Delhi,Kerala,692449.03,Vidur,Contractor,sanaganesh@example.com,8659448675,30,Male,Delhi,Kerala,Low,2022-04-26,True,True
37916,4819,2022-12-02,processing,Kolhapur,Maharashtra,365882.78,Navya,Dixit,seherkonda@example.org,9520430160,33,Male,Kolhapur,Maharashtra,Medium,2023-10-06,True,True
37946,11862,2022-03-30,delivered,Amroha,West Bengal,387688.18,Rohan,Magar,ckeer@example.net,914661385753,35,Female,Amroha,West Bengal,Premium,2023-11-08,True,True
37948,16277,2024-06-30,completed,Sangli-Miraj & Kupwad,Rajasthan,358776.29,Mishti,Khalsa,jvaidya@example.net,7541043851,40,Male,Sangli-Miraj & Kupwad,Rajasthan,Premium,2024-08-30,True,True
37951,4935,2023-05-05,completed,Muzaffarnagar,Telangana,337325.38,Tushar,Sandhu,banerjeenehmat@example.org,910105899114,36,Male,Muzaffarnagar,Telangana,Low,2023-04-10,True,True
38011,612,2022-02-05,delivered,Rajahmundry,Rajasthan,504491.19,Suhana,Ghose,jbaral@example.com,9064771591,24,Female,Rajahmundry,Rajasthan,Medium,2022-03-16,True,True
38037,8830,2023-04-24,shipped,Jalgaon,Tamil Nadu,400259.32,Manikya,Bali,darshit40@example.com,4992875933,40,Male,Jalgaon,Tamil Nadu,Medium,2022-01-16,True,True
38042,10649,2023-04-16,delivered,Kadapa,Uttar Pradesh,490201.71,Nirvaan,Walia,samaira18@example.com,912785006447,22,Male,Kadapa,Uttar Pradesh,Low,2024-05-28,True,True
38068,4860,2024-10-13,completed,Bhagalpur,Madhya Pradesh,476424.08,Priyansh,Baria,kumarzaina@example.com,919796764263,27,Male,Bhagalpur,Madhya Pradesh,Medium,2022-07-10,True,True
38092,16855,2022-03-19,shipped,Satara,Maharashtra,647706.27,Yuvraj ,Brahmbhatt,boramamooty@example.com,9930933098,33,Female,Satara,Maharashtra,Low,2023-04-16,True,True
38096,9611,2022-04-08,completed,Motihari,Uttar Pradesh,567537.43,Taimur,Suresh,kyogi@example.com,9806176326,33,Male,Motihari,Uttar Pradesh,High,2024-09-30,True,True
38149,16693,2023-06-25,processing,Khandwa,Rajasthan,376887.66,Siya,Din,dkari@example.org,8715539175,36,Male,Khandwa,Rajasthan,Low,2024-02-18,True,True
38311,8880,2024-09-06,processing,Bijapur,Rajasthan,388179.29,Tanya,Shenoy,ymander@example.org,2644608988,25,Female,Bijapur,Rajasthan,Medium,2023-12-31,True,True
38317,7866,2024-03-05,shipped,Sasaram,Maharashtra,372678.81,Aradhya,Ramanathan,rania52@example.com,912182820036,32,Female,Sasaram,Maharashtra,High,2024-04-09,True,True
38342,7609,2022-06-06,completed,Yamunanagar,Kerala,364967.46,Ira,Hegde,riaan71@example.com,919952649331,39,Female,Yamunanagar,Kerala,Medium,2022-04-16,True,True
38354,10331,2024-03-19,completed,Berhampore,Bihar,410570.86,Akarsh,Randhawa,lokemamooty@example.net,8712099676,38,Male,Berhampore,Bihar,High,2023-04-19,True,True
38379,13692,2024-03-10,shipped,Tirupati,Uttar Pradesh,557221.41,Advika,Babu,tarachacko@example.com,4771679185,48,Female,Tirupati,Uttar Pradesh,Medium,2022-06-16,True,True
38399,13629,2024-02-13,completed,Guntur,West Bengal,438762.96,Kiaan,Khosla,uthkarsh01@example.org,910469526297,20,Female,Guntur,West Bengal,Medium,2022-01-03,True,True
38423,17292,2022-02-15,completed,Sonipat,Kerala,728199.18,Misha,Tailor,ckhare@example.net,9879686294,38,Female,Sonipat,Kerala,Low,2024-04-14,True,True
38516,14496,2023-01-12,delivered,Agra,Maharashtra,487450.74,Purab,Sathe,damini05@example.org,911572743309,31,Female,Agra,Maharashtra,Low,2023-04-04,True,True
38524,48,2022-05-16,shipped,Nandyal,Telangana,489110.49,Kashvi,Raj,singhalpari@example.com,278742967,34,Female,Nandyal,Telangana,Medium,2023-06-25,True,True
38528,13949,2022-04-02,completed,Vadodara,Bihar,453234.13,Divij,Sethi,jhaamira@example.com,9406428101,18,Female,Vadodara,Bihar,Low,2022-11-03,True,True
38531,14222,2023-11-29,completed,Varanasi,Madhya Pradesh,446692.65,Aniruddh,Sehgal,bavarhea@example.com,915840591170,38,Female,Varanasi,Madhya Pradesh,Medium,2024-06-26,True,True
38542,5170,2022-05-10,completed,North Dumdum,Madhya Pradesh,464039.07,Madhav,Mani,reneesankar@example.org,7708395406,39,Female,North Dumdum,Madhya Pradesh,Low,2022-06-01,True,True
38544,9652,2022-07-23,completed,Siwan,Tamil Nadu,411608.97,Eshani,Barad,rheagoswami@example.org,7251982490,19,Male,Siwan,Tamil Nadu,Premium,2022-05-02,True,True
38560,4072,2024-09-21,completed,Bangalore,Rajasthan,337057.49,Kimaya,Balay,umanggill@example.org,1653979447,54,Female,Bangalore,Rajasthan,Low,2022-04-13,True,True
38635,1325,2022-12-31,completed,Alwar,Bihar,425610.25,Amira,Chakraborty,qkeer@example.com,5760634942,36,Female,Alwar,Bihar,Low,2023-10-28,True,True
38640,2169,2024-09-09,completed,Tezpur,Madhya Pradesh,505893.08,Jhanvi,Bora,anandmiraya@example.org,2439229501,36,Female,Tezpur,Madhya Pradesh,Medium,2023-09-05,False,True
38641,4885,2022-01-16,completed,Jhansi,Karnataka,394362.7,Navya,Sidhu,armaan64@example.com,918870449160,30,Male,Jhansi,Karnataka,Low,2022-01-28,True,True
38681,7163,2024-12-12,completed,Bangalore,Maharashtra,345283.02,Lagan,Sachdev,vedika27@example.org,4334725560,55,Female,Bangalore,Maharashtra,High,2022-07-17,True,True
38682,11459,2024-07-01,completed,Singrauli,Bihar,809792.01,Jivin,Master,diya32@example.org,1525761540,34,Male,Singrauli,Bihar,High,2023-06-08,True,True
38776,13100,2023-05-19,completed,Chandigarh,Karnataka,389463.69,Ryan,Ranganathan,reneechauhan@example.com,6645365562,23,Male,Chandigarh,Karnataka,High,2023-06-02,True,True
38788,8974,2024-09-04,delivered,Etawah,Uttar Pradesh,390595.2,Indrajit,Varughese,goyalneysa@example.com,916555539064,47,Female,Etawah,Uttar Pradesh,Medium,2024-06-06,True,True
38928,14889,2023-07-09,completed,Udaipur,Uttar Pradesh,485349.08,Gatik,Sura,jivikasubramanian@example.com,4687566449,18,Male,Udaipur,Uttar Pradesh,Low,2024-01-04,True,True
38942,16422,2024-12-31,processing,Ratlam,West Bengal,553381.84,Madhup,Rama,itripathi@example.net,1213157058,34,Female,Ratlam,West Bengal,Low,2022-12-03,True,True
38948,11695,2022-09-22,completed,Ballia,Uttar Pradesh,520229.75,Veer,Chaudry,dlalla@example.org,913922887836,25,Female,Ballia,Uttar Pradesh,Medium,2022-06-10,True,True
38963,13107,2022-08-02,pending,Jorhat,Maharashtra,410278.83,Aayush,Varghese,manikya05@example.net,5837787564,18,Female,Jorhat,Maharashtra,Premium,2024-12-07,True,True
38977,18188,2023-02-09,shipped,Thoothukudi,Uttar Pradesh,529844.77,Myra,Raman,yshenoy@example.org,5735369939,47,Female,Thoothukudi,Uttar Pradesh,Low,2022-11-02,True,True
38986,4198,2022-10-15,completed,Mira-Bhayandar,Gujarat,358043.28,Yuvaan,Gola,vigmamooty@example.net,726745339,40,Female,Mira-Bhayandar,Gujarat,Low,2023-05-08,True,True
39000,9699,2024-07-28,delivered,Berhampur,West Bengal,515084.15,Hrishita,Shroff,stuvankorpal@example.net,631536030,45,Female,Berhampur,West Bengal,High,2022-10-22,True,True
39029,6803,2023-12-05,completed,Amravati,Rajasthan,554805.43,Lavanya,Kapur,rameshrati@example.org,913389280798,30,Female,Amravati,Rajasthan,Low,2024-08-28,True,True
39043,10001,2024-09-11,completed,Kadapa,Maharashtra,381650.06,Samarth,Mangat,vkulkarni@example.com,1320116231,37,Female,Kadapa,Maharashtra,Medium,2024-03-30,True,True
39079,7250,2023-08-08,completed,Solapur,Gujarat,344042.01,Neelofar,Wali,oravi@example.net,911543853041,47,Male,Solapur,Gujarat,Low,2022-07-07,True,True
39106,5279,2023-09-30,completed,Amritsar,Tamil Nadu,371316.06,Aradhya,Ratti,darshitapte@example.net,917089053779,34,Male,Amritsar,Tamil Nadu,Medium,2024-08-06,True,True
39109,12893,2024-10-27,shipped,Aurangabad,Karnataka,891152.48,Rasha,Warrior,romil90@example.com,7503375586,18,Male,Aurangabad,Karnataka,Low,2024-06-17,True,True
39154,798,2024-09-16,completed,Avadi,Kerala,388505.11,Ryan,Kothari,trisha08@example.org,911499825080,43,Male,Avadi,Kerala,Low,2023-08-21,True,True
39175,7762,2022-07-20,completed,Ambala,West Bengal,434161.73,Madhup,Dutt,bariaira@example.net,916050535736,42,Male,Ambala,West Bengal,Low,2023-11-19,True,True
39176,5880,2022-06-25,completed,Malda,Madhya Pradesh,388519.86,Bhavin,Sethi,neelofarsen@example.net,914863557754,18,Female,Malda,Madhya Pradesh,High,2022-10-06,True,True
39193,859,2023-04-14,completed,Fatehpur,Maharashtra,401624.43,Charvi,Dutta,aniruddh47@example.com,1699570607,40,Female,Fatehpur,Maharashtra,Low,2023-01-27,False,True
39213,6795,2023-06-28,completed,Belgaum,Kerala,377094.79,Advika,Gera,dharyashvi@example.com,8475142202,18,Female,Belgaum,Kerala,Medium,2024-10-18,True,True
39216,2291,2022-02-26,completed,Imphal,Maharashtra,452265.19,Manjari,Sahni,krish89@example.org,6244106678,22,Female,Imphal,Maharashtra,Medium,2024-01-02,True,True
39224,3136,2024-11-26,completed,Dindigul,Madhya Pradesh,549413.58,Mannat,Roy,lallneelofar@example.com,914628836358,27,Female,Dindigul,Madhya Pradesh,Low,2022-11-17,True,True
39228,19931,2023-04-16,completed,Durg,Bihar,441509.33,Shlok,Karnik,aaina13@example.net,914102571115,30,Male,Durg,Bihar,Low,2024-10-30,True,True
39237,7096,2023-05-01,completed,Darbhanga,Bihar,425911.78,Zeeshan,Bhavsar,obhatnagar@example.net,6296558174,66,Female,Darbhanga,Bihar,Low,2023-02-09,True,True
39274,395,2024-11-27,shipped,Dibrugarh,Rajasthan,511268.52,Vanya,Sethi,dishanimane@example.org,919083342801,32,Male,Dibrugarh,Rajasthan,Low,2024-01-08,True,True
39287,7408,2023-11-05,shipped,Secunderabad,Uttar Pradesh,420824.87,Kimaya,Gara,divit85@example.com,7816471061,23,Male,Secunderabad,Uttar Pradesh,Medium,2022-10-16,True,True
39373,1124,2022-05-31,completed,Firozabad,Bihar,386798.68,Parinaaz,Kurian,lokesara@example.com,9196234199,29,Male,Firozabad,Bihar,Medium,2022-12-09,True,True
39380,6828,2023-12-06,completed,Ongole,Madhya Pradesh,443056.15,Chirag,Bali,darshit33@example.net,3983437845,37,Male,Ongole,Madhya Pradesh,High,2023-04-09,True,True
39479,7574,2023-11-15,completed,Kakinada,Karnataka,389846.52,Aarush,Deep,chaudhuriadvika@example.com,4423211432,53,Male,Kakinada,Karnataka,Medium,2022-01-25,True,True
39548,15404,2023-12-20,processing,Gurgaon,Tamil Nadu,440736.53,Manikya,Balakrishnan,vedika46@example.org,22584330,18,Female,Gurgaon,Tamil Nadu,High,2023-04-24,True,True
39572,14633,2023-05-30,delivered,Gurgaon,Uttar Pradesh,472900.28,Lakshay,Ram,anahita76@example.net,7831980139,21,Female,Gurgaon,Uttar Pradesh,Low,2024-03-22,True,True
39590,9611,2022-10-03,cancelled,Motihari,Uttar Pradesh,572760.11,Taimur,Suresh,kyogi@example.com,9806176326,33,Male,Motihari,Uttar Pradesh,High,2024-09-30,True,True
39616,7177,2022-08-26,completed,Kulti,Madhya Pradesh,356732.41,Baiju,Gokhale,yuvraj-84@example.net,2962835555,18,Female,Kulti,Madhya Pradesh,High,2023-08-03,True,True
39650,5702,2024-04-06,delivered,Karawal Nagar,Tamil Nadu,369968.84,Samarth,Mahal,bhamini13@example.com,8643681281,45,Male,Karawal Nagar,Tamil Nadu,Low,2022-12-04,True,True
39651,11967,2024-04-07,pending,Durg,Gujarat,657662.11,Anika,Thaker,manjari60@example.com,915868182915,39,Female,Durg,Gujarat,Medium,2024-01-03,True,True
39675,610,2022-03-12,pending,Anantapuram,Maharashtra,324929.27,Kiaan,Bakshi,ckrish@example.com,1172959639,54,Female,Anantapuram,Maharashtra,Medium,2022-01-28,True,True
39764,7071,2024-08-07,completed,Bhopal,Punjab,452880.18,Vivaan,Shere,nityaghose@example.net,1209733217,36,Female,Bhopal,Punjab,Premium,2023-10-01,True,True
39770,18822,2022-04-15,shipped,Rourkela,Madhya Pradesh,606620.7,Amani,Brahmbhatt,aptemiraya@example.org,3346257848,28,Male,Rourkela,Madhya Pradesh,Low,2024-10-24,True,True
39847,8604,2022-11-17,completed,Patiala,Telangana,613858.65,Umang,Ramesh,bijuloyal@example.com,913461196953,18,Female,Patiala,Telangana,Low,2023-02-28,True,True
39856,1889,2024-05-08,completed,Satara,Kerala,415941.57,Abram,Bhalla,tsharaf@example.org,7344794592,21,Female,Satara,Kerala,High,2024-11-13,True,True
39935,16495,2024-03-21,shipped,Bhilwara,Maharashtra,433646.76,Chirag,Bail,taravala@example.net,9559251449,48,Female,Bhilwara,Maharashtra,Medium,2023-04-01,True,True
39945,18076,2024-08-10,cancelled,Bathinda,Bihar,393351.96,Kimaya,Sen,bkothari@example.com,3285939784,34,Female,Bathinda,Bihar,Low,2024-10-15,True,True
40004,7607,2024-11-24,completed,Bareilly,Rajasthan,375287.75,Akarsh,Khanna,vaidyataran@example.com,2303743275,45,Female,Bareilly,Rajasthan,High,2023-12-24,True,True
40086,1215,2024-11-18,completed,Rajkot,Uttar Pradesh,372019.5,Drishya,Khalsa,zoyamallick@example.org,2787304862,23,Female,Rajkot,Uttar Pradesh,Medium,2023-05-02,True,True
40110,927,2022-10-04,processing,Kulti,Uttar Pradesh,577509.83,Gatik,Sastry,pdatta@example.net,169342929,33,Female,Kulti,Uttar Pradesh,Low,2022-07-25,True,True
40133,4564,2023-11-14,completed,Etawah,Maharashtra,721179.81,Riaan,Sura,ranbirsalvi@example.org,911218288291,18,Male,Etawah,Maharashtra,Medium,2023-04-28,True,True
40142,3515,2024-01-12,completed,Bulandshahr,Kerala,576399.67,Priyansh,Saxena,sahotaishita@example.com,917491139282,42,Female,Bulandshahr,Kerala,Low,2024-06-19,True,True
40157,16265,2022-05-14,shipped,Nadiad,Kerala,470326.48,Trisha,Anand,rrao@example.com,2305743924,25,Male,Nadiad,Kerala,Medium,2022-06-23,True,True
40209,9630,2024-07-12,delivered,Sambalpur,Bihar,443890.26,Vaibhav,Kannan,gopalkiaan@example.net,1855743882,51,Male,Sambalpur,Bihar,High,2023-04-07,True,True
40298,4232,2024-02-28,completed,Nizamabad,Karnataka,475883.54,Yuvraj ,Samra,aliamaharaj@example.com,912045977674,23,Male,Nizamabad,Karnataka,Medium,2024-08-20,True,True
40303,5928,2022-06-04,completed,Aurangabad,Telangana,386085.81,Zain,Dara,dvarughese@example.net,3395956422,39,Female,Aurangabad,Telangana,Low,2023-04-14,True,True
40313,9933,2024-01-06,shipped,Tinsukia,Gujarat,386888.5,Jayesh,Mand,hunar25@example.com,2250086435,18,Male,Tinsukia,Gujarat,Low,2022-10-12,True,True
40315,14236,2022-05-05,completed,Bikaner,Maharashtra,384746.75,Miraya,Balasubramanian,zoyabalasubramanian@example.org,1594472499,33,Female,Bikaner,Maharashtra,Medium,2023-10-01,True,True
40320,16815,2022-04-17,completed,Shimoga,Maharashtra,450314.6,Ira,Ramaswamy,qbhasin@example.net,5684690156,43,Male,Shimoga,Maharashtra,Low,2024-07-20,True,True
40341,16809,2024-06-21,shipped,Saharanpur,Tamil Nadu,407554.8,Dhruv,Warrior,riya98@example.org,1675910720,51,Male,Saharanpur,Tamil Nadu,Low,2023-04-06,True,True
40362,19451,2022-04-17,completed,Kolhapur,Bihar,360729.7,Kimaya,Shanker,misha87@example.com,8325607972,18,Female,Kolhapur,Bihar,Medium,2023-08-06,True,True
40405,16004,2024-04-28,pending,Mangalore,Rajasthan,446799.66,Armaan,Sankaran,fchhabra@example.org,918835057467,35,Female,Mangalore,Rajasthan,Medium,2024-05-01,True,True
40408,14435,2023-06-14,completed,Jamshedpur,West Bengal,427993.01,Himmat,Dugar,gbail@example.org,9440454026,18,Male,Jamshedpur,West Bengal,Low,2022-12-29,True,True
40449,1921,2024-03-17,completed,Raiganj,Karnataka,372224.67,Kaira,Aurora,vidur65@example.org,3784771988,20,Female,Raiganj,Karnataka,Low,2023-03-01,True,True
40493,16593,2023-10-18,completed,Raipur,Karnataka,383451.39,Aayush,Agarwal,lchaudhary@example.net,2606068509,36,Female,Raipur,Karnataka,Low,2023-02-26,True,True
40503,9025,2022-04-27,completed,Muzaffarnagar,Rajasthan,627442.25,Emir,Sagar,zvohra@example.com,5528272566,42,Male,Muzaffarnagar,Rajasthan,Medium,2024-06-18,True,True
40524,13963,2022-12-10,completed,Aurangabad,Rajasthan,334077.27,Tanya,Sankaran,balakrishnandevansh@example.org,4611811876,18,Female,Aurangabad,Rajasthan,Medium,2022-01-06,True,True
40616,577,2024-03-16,delivered,Tenali,Uttar Pradesh,569228.18,Siya,Lalla,anaya65@example.com,412009282,25,Female,Tenali,Uttar Pradesh,Low,2023-10-21,True,True
40627,11078,2024-01-21,completed,Gudivada,Gujarat,360684.16,Gokul,Mall,bumbvardaniya@example.org,4387286423,37,Male,Gudivada,Gujarat,Medium,2022-06-14,True,True
40707,4099,2024-10-13,delivered,Pune,Uttar Pradesh,441313.4,Alisha,Dua,grewaleshani@example.com,9524087415,29,Male,Pune,Uttar Pradesh,High,2023-12-07,True,True
40719,2433,2022-02-09,shipped,Jhansi,Tamil Nadu,611272.95,Piya,Mander,dhanukhari@example.net,2663316140,27,Female,Jhansi,Tamil Nadu,Low,2022-06-13,True,True
40737,1423,2023-10-07,completed,Munger,Madhya Pradesh,371574.26,Ayesha,Aggarwal,thari@example.net,911079237298,48,Male,Munger,Madhya Pradesh,Low,2024-05-09,True,True
40740,12433,2023-04-18,completed,Tiruchirappalli,West Bengal,366903.17,Umang,Kohli,rdugal@example.org,918357950445,52,Female,Tiruchirappalli,West Bengal,Medium,2023-07-03,True,True
40776,1320,2022-02-17,shipped,Dhanbad,West Bengal,440758.33,Yuvraj ,Iyengar,deepshlok@example.org,5632174003,49,Male,Dhanbad,West Bengal,Low,2022-05-12,False,True
40788,19833,2022-10-29,completed,Panipat,Punjab,510342.49,Vedika,Dora,mtiwari@example.org,912497863788,18,Female,Panipat,Punjab,High,2024-10-04,True,True
40912,1781,2024-12-30,completed,Ahmedabad,West Bengal,512418.39,Ayesha,Varkey,tarini51@example.net,2474111736,26,Male,Ahmedabad,West Bengal,Low,2022-12-06,True,True
40966,14381,2024-12-04,delivered,Gwalior,Gujarat,369702.43,Krish,Balasubramanian,kiara69@example.com,917077143206,31,Male,Gwalior,Gujarat,Low,2024-07-01,True,True
41015,10654,2022-06-14,shipped,Madhyamgram,Telangana,460705.42,Kaira,Tailor,yashvi90@example.com,913132822200,18,Male,Madhyamgram,Telangana,Medium,2024-11-21,True,True
41111,10345,2024-09-29,completed,Naihati,Uttar Pradesh,445460.01,Kiaan,Tak,venkataramanishita@example.net,912280666500,22,Male,Naihati,Uttar Pradesh,Medium,2024-06-26,True,True
41112,16690,2024-09-29,completed,Thanjavur,Rajasthan,750035.45,Mohanlal,Ramesh,tariniramanathan@example.org,7297020738,34,Male,Thanjavur,Rajasthan,High,2022-10-28,True,True
41122,14082,2023-01-21,delivered,Khammam,Uttar Pradesh,558316.62,Rati,Chakraborty,barmannehmat@example.net,911933268692,33,Male,Khammam,Uttar Pradesh,Medium,2024-04-09,True,True
41153,3088,2022-05-30,cancelled,Tezpur,Uttar Pradesh,447590.12,Vedika,Raval,tanyasekhon@example.net,453868761,31,Male,Tezpur,Uttar Pradesh,Medium,2023-11-28,True,True
41167,2476,2022-07-03,completed,Tirunelveli,Uttar Pradesh,328235.94,Ritvik,Bahl,dhingrariya@example.com,5497683487,30,Female,Tirunelveli,Uttar Pradesh,Low,2023-07-16,False,True
41175,9341,2024-05-23,completed,Malda,Maharashtra,428594.44,Neelofar,Ray,ysubramaniam@example.com,1678044634,20,Male,Malda,Maharashtra,Medium,2022-05-13,True,True
41218,8514,2022-10-23,completed,Kollam,Uttar Pradesh,329398.47,Mishti,Wali,riaan69@example.org,2096640877,26,Female,Kollam,Uttar Pradesh,High,2023-05-25,True,True
41247,2953,2022-12-25,shipped,Ratlam,Uttar Pradesh,487815.37,Zara,Jani,gollasamaira@example.org,1170829220,41,Female,Ratlam,Uttar Pradesh,Medium,2022-05-17,True,True
41268,6217,2022-08-22,shipped,Salem,Gujarat,719809.68,Armaan,Chaudry,nishithmandal@example.com,9058861565,37,Male,Salem,Gujarat,High,2022-08-02,True,True
41300,4277,2024-08-20,shipped,Ambala,West Bengal,376887.66,Vaibhav,Kunda,devansh64@example.net,916400584451,36,Male,Ambala,West Bengal,Medium,2022-09-24,True,True
41322,12507,2023-01-07,completed,Ambala,Karnataka,336722.67,Aaryahi,Lad,bijubasu@example.net,915378334423,31,Female,Ambala,Karnataka,Medium,2023-04-02,True,True
41388,59,2022-07-29,delivered,Berhampur,Tamil Nadu,518349.36,Anya,Bera,vaibhavmangal@example.com,4406409097,26,Male,Berhampur,Tamil Nadu,Medium,2024-08-01,True,True
41458,8651,2024-12-17,cancelled,Amravati,Uttar Pradesh,355251.48,Tara,Goyal,shahsaanvi@example.org,6033157482,43,Female,Amravati,Uttar Pradesh,Medium,2024-09-25,True,True
41496,6619,2022-10-31,completed,Kishanganj,Maharashtra,385448.59,Aaina,Gokhale,lakshaysaraf@example.com,910627778928,44,Male,Kishanganj,Maharashtra,High,2024-04-20,True,True
41522,5419,2022-06-05,completed,Munger,Bihar,526814.84,Mishti,Varty,ramanathantara@example.com,912852204330,27,Female,Munger,Bihar,High,2022-09-27,True,True
41554,11605,2024-07-11,completed,Kolhapur,Bihar,389442.85,Arnav,Jani,taran27@example.com,9057500879,19,Male,Kolhapur,Bihar,Medium,2024-01-12,True,True
41555,4907,2023-09-08,shipped,Saharanpur,Tamil Nadu,426738.42,Hazel,Sandal,mirayabajwa@example.com,573266305,38,Male,Saharanpur,Tamil Nadu,Medium,2024-11-29,False,True
41591,18805,2024-04-13,completed,Bathinda,Karnataka,390023.59,Ivana,Anne,ojhaveri@example.org,726513442,40,Female,Bathinda,Karnataka,Low,2022-05-12,True,True
41650,15798,2024-12-05,completed,Sonipat,Telangana,443085.41,Biju,Salvi,divij16@example.com,2531474370,18,Male,Sonipat,Telangana,Low,2023-12-06,True,True
41662,11730,2022-02-16,pending,Raipur,Tamil Nadu,569283.18,Farhan,Kohli,xvala@example.org,8622204585,25,Female,Raipur,Tamil Nadu,Low,2024-06-08,True,True
41677,9516,2022-03-02,completed,Gwalior,Delhi,367168.2,Anya,Chandran,ela23@example.com,9549356818,28,Female,Gwalior,Delhi,High,2024-08-20,True,True
41749,5724,2024-06-14,completed,Bardhaman,Rajasthan,409795.22,Biju,Dora,jiya52@example.com,6457026914,33,Female,Bardhaman,Rajasthan,Low,2022-03-09,True,True
41761,12218,2023-12-20,completed,Baranagar,Tamil Nadu,518710.85,Yashvi,Chanda,lmadan@example.com,918088111788,26,Male,Baranagar,Tamil Nadu,High,2024-11-05,True,True
41766,3348,2024-04-25,completed,Panihati,Tamil Nadu,383127.47,Zeeshan,Garg,dishani13@example.org,1354270182,42,Female,Panihati,Tamil Nadu,Low,2024-09-30,True,True
41776,4868,2024-12-15,pending,Barasat,Maharashtra,495080.5,Myra,Raja,nbal@example.net,3947585989,47,Male,Barasat,Maharashtra,Low,2023-02-09,True,True
41779,5515,2022-07-23,completed,Navi Mumbai,Uttar Pradesh,412447.87,Taimur,Chaudhary,kohlisaira@example.org,2995521572,44,Male,Navi Mumbai,Uttar Pradesh,High,2023-02-06,True,True
41793,4707,2023-03-30,shipped,Alappuzha,Uttar Pradesh,612894.54,Aarav,Rao,ranbircontractor@example.com,8869148030,28,Male,Alappuzha,Uttar Pradesh,Medium,2023-08-02,True,True
41966,19184,2023-08-14,completed,Hazaribagh,Punjab,402398.4,Suhana,Sarna,ivan50@example.net,1245964803,18,Female,Hazaribagh,Punjab,Low,2022-02-04,True,True
42045,5931,2022-02-11,delivered,Hapur,Bihar,462987.72,Himmat,Borde,srinivasaaryahi@example.net,3360660275,47,Female,Hapur,Bihar,Low,2023-02-16,True,True
42052,1758,2022-05-27,completed,Indore,Uttar Pradesh,508075.2,Advik,Choudhury,aaryahisibal@example.com,3180576310,50,Male,Indore,Uttar Pradesh,Low,2024-04-09,True,True
42066,7738,2023-12-24,completed,Raiganj,Maharashtra,443601.23,Kartik,Raval,shloktak@example.com,8180937697,19,Female,Raiganj,Maharashtra,Medium,2024-03-06,True,True
42080,17056,2022-09-17,completed,Bongaigaon,Rajasthan,585007.13,Charvi,Varghese,riya35@example.com,5320722817,18,Female,Bongaigaon,Rajasthan,Medium,2023-07-06,True,True
42094,7161,2024-02-07,processing,Avadi,Tamil Nadu,514548.88,Hazel,Bhalla,anahitarama@example.com,848019858,43,Male,Avadi,Tamil Nadu,Premium,2024-08-06,True,True
42161,12460,2024-02-17,processing,Kanpur,Uttar Pradesh,333421.51,Shray,Subramaniam,qbhalla@example.com,5529372310,18,Male,Kanpur,Uttar Pradesh,Medium,2024-09-21,True,True
42166,1729,2023-10-29,completed,Serampore,Tamil Nadu,385365.85,Shaan,Loke,zbala@example.net,422456411,21,Male,Serampore,Tamil Nadu,Medium,2023-08-02,True,True
42174,3908,2022-04-09,completed,Muzaffarpur,Tamil Nadu,566173.42,Raunak,Deol,vanya54@example.org,3588742109,23,Male,Muzaffarpur,Tamil Nadu,Medium,2024-04-24,True,True
42182,15320,2023-12-09,completed,Bongaigaon,Karnataka,431007.54,Aarav,Saini,zeeshan99@example.com,914873856765,35,Male,Bongaigaon,Karnataka,Low,2024-05-02,True,True
42188,16804,2024-03-26,processing,Phagwara,Uttar Pradesh,381818.6,Kiara,Iyer,zeeshansekhon@example.com,917179516161,26,Female,Phagwara,Uttar Pradesh,Low,2024-01-22,True,True
42265,7344,2024-10-11,completed,Mysore,Kerala,463181.95,Navya,Luthra,divijagate@example.org,910881485898,28,Male,Mysore,Kerala,Low,2023-11-29,True,True
42315,9503,2023-04-24,completed,Bhopal,Rajasthan,639085.65,Hiran,Rajagopal,rajanriaan@example.com,910599504353,53,Female,Bhopal,Rajasthan,Low,2024-05-06,True,True
42316,10343,2023-11-24,shipped,Sagar,Bihar,636790.55,Arhaan,Kala,khushiwable@example.com,3937958813,29,Female,Sagar,Bihar,Low,2024-02-23,True,True
42321,15320,2024-06-11,pending,Bongaigaon,Karnataka,449494.96,Aarav,Saini,zeeshan99@example.com,914873856765,35,Male,Bongaigaon,Karnataka,Low,2024-05-02,True,True
42358,11869,2022-01-21,delivered,Munger,Maharashtra,384601.78,Saksham,Ben,pranaydesai@example.com,3072401269,51,Male,Munger,Maharashtra,Medium,2023-11-01,True,True
42364,6229,2024-12-09,completed,Bathinda,Kerala,741411.81,Kanav,Master,ivangera@example.com,911185287763,24,Male,Bathinda,Kerala,High,2022-11-10,True,True
